"ID_cliente","ID_producto","ID_vendedor","Cod_pedido","Fecha_pedido","Fecha_despacho","Unidades"
"C00012","I003600","V00432","P0038226","11/18/2018","12/9/2018","169"
"C00014","I003581","V00433","P0038227","11/18/2018","12/7/2018","78"
"C00019","I003487","V00441","P0038228","11/18/2018","12/10/2018","109"
"C00013","I003584","V00435","P0038229","11/18/2018","11/30/2018","77"
"C00015","I003500","V00436","P0038230","11/19/2018","12/6/2018","54"
"C00024","I003612","V00436","P0038231","11/19/2018","12/1/2018","171"
"C00029","I003552","V00435","P0038232","11/19/2018","12/8/2018","83"
"C00030","I003510","V00433","P0038233","11/19/2018","12/4/2018","57"
"C00014","I003572","V00441","P0038234","11/19/2018","12/1/2018","61"
"C00017","I003532","V00432","P0038235","11/19/2018","12/5/2018","90"
"C00019","I003523","V00436","P0038236","11/19/2018","12/8/2018","116"
"C00014","I003503","V00433","P0038237","11/19/2018","12/13/2018","152"
"C00024","I003473","V00440","P0038238","11/19/2018","11/29/2018","171"
"C00031","I003475","V00432","P0038239","11/19/2018","12/8/2018","83"
"C00028","I003618","V00438","P0038240","11/20/2018","12/1/2018","173"
"C00019","I003587","V00438","P0038241","11/20/2018","12/11/2018","121"
"C00029","I003620","V00435","P0038242","11/20/2018","12/4/2018","57"
"C00017","I003474","V00438","P0038243","11/20/2018","12/8/2018","132"
"C00020","I003532","V00434","P0038244","11/20/2018","12/14/2018","140"
"C00029","I003526","V00434","P0038245","11/20/2018","12/14/2018","95"
"C00018","I003522","V00439","P0038246","11/20/2018","12/9/2018","168"
"C00013","I003469","V00438","P0038247","11/20/2018","12/12/2018","114"
"C00015","I003620","V00437","P0038248","11/20/2018","12/7/2018","192"
"C00028","I003595","V00434","P0038249","11/20/2018","12/13/2018","142"
"C00029","I003606","V00437","P0038250","11/20/2018","12/13/2018","145"
"C00027","I003598","V00432","P0038251","11/20/2018","12/13/2018","115"
"C00021","I003570","V00435","P0038252","11/20/2018","12/9/2018","111"
"C00015","I003512","V00441","P0038253","11/20/2018","12/7/2018","178"
"C00030","I003527","V00432","P0038254","11/21/2018","12/1/2018","139"
"C00021","I003561","V00436","P0038255","11/21/2018","12/7/2018","97"
"C00022","I003554","V00438","P0038256","11/21/2018","12/11/2018","111"
"C00020","I003538","V00432","P0038257","11/21/2018","12/10/2018","120"
"C00023","I003557","V00433","P0038258","11/21/2018","12/6/2018","150"
"C00031","I003611","V00439","P0038259","11/21/2018","12/1/2018","103"
"C00011","I003500","V00442","P0038260","11/21/2018","12/7/2018","187"
"C00011","I003560","V00436","P0038261","11/21/2018","12/8/2018","149"
"C00024","I003592","V00433","P0038262","11/21/2018","12/1/2018","167"
"C00023","I003609","V00432","P0038263","11/22/2018","12/14/2018","73"
"C00026","I003515","V00442","P0038264","11/22/2018","12/8/2018","57"
"C00013","I003619","V00438","P0038265","11/22/2018","12/10/2018","164"
"C00027","I003581","V00434","P0038266","11/22/2018","12/2/2018","136"
"C00027","I003474","V00432","P0038267","11/22/2018","12/4/2018","104"
"C00024","I003578","V00435","P0038268","11/22/2018","12/10/2018","69"
"C00011","I003594","V00432","P0038269","11/22/2018","12/6/2018","64"
"C00018","I003585","V00438","P0038270","11/22/2018","12/10/2018","77"
"C00018","I003588","V00433","P0038271","11/22/2018","12/16/2018","181"
"C00018","I003619","V00434","P0038272","11/22/2018","12/16/2018","173"
"C00031","I003545","V00436","P0038273","11/22/2018","12/9/2018","92"
"C00014","I003553","V00435","P0038274","11/23/2018","12/6/2018","187"
"C00022","I003464","V00440","P0038275","11/23/2018","12/4/2018","153"
"C00016","I003536","V00432","P0038276","11/23/2018","12/3/2018","94"
"C00029","I003521","V00440","P0038277","11/23/2018","12/12/2018","157"
"C00023","I003506","V00436","P0038278","11/23/2018","12/5/2018","147"
"C00020","I003469","V00442","P0038279","11/23/2018","12/12/2018","80"
"C00030","I003564","V00438","P0038280","11/23/2018","12/3/2018","186"
"C00029","I003496","V00440","P0038281","11/23/2018","12/12/2018","154"
"C00029","I003494","V00438","P0038282","11/23/2018","12/4/2018","72"
"C00017","I003495","V00436","P0038283","11/23/2018","12/16/2018","165"
"C00015","I003489","V00438","P0038284","11/23/2018","12/6/2018","52"
"C00031","I003623","V00438","P0038285","11/23/2018","12/6/2018","182"
"C00029","I003497","V00442","P0038286","11/24/2018","12/5/2018","110"
"C00011","I003558","V00442","P0038287","11/24/2018","12/6/2018","155"
"C00029","I003545","V00442","P0038288","11/24/2018","12/16/2018","130"
"C00029","I003482","V00434","P0038289","11/24/2018","12/6/2018","79"
"C00031","I003470","V00433","P0038290","11/24/2018","12/14/2018","97"
"C00017","I003545","V00433","P0038291","11/24/2018","12/5/2018","80"
"C00014","I003624","V00441","P0038292","11/24/2018","12/11/2018","172"
"C00012","I003484","V00437","P0038293","11/24/2018","12/5/2018","104"
"C00013","I003567","V00439","P0038294","11/24/2018","12/7/2018","100"
"C00013","I003611","V00433","P0038295","11/24/2018","12/16/2018","184"
"C00028","I003485","V00436","P0038296","11/24/2018","12/16/2018","163"
"C00014","I003588","V00435","P0038297","11/24/2018","12/7/2018","88"
"C00023","I003587","V00434","P0038298","11/24/2018","12/4/2018","90"
"C00014","I003474","V00434","P0038299","11/25/2018","12/16/2018","156"
"C00013","I003579","V00438","P0038300","11/25/2018","12/14/2018","111"
"C00030","I003525","V00437","P0038301","11/25/2018","12/6/2018","193"
"C00012","I003619","V00433","P0038302","11/25/2018","12/16/2018","74"
"C00023","I003599","V00436","P0038303","11/25/2018","12/11/2018","53"
"C00013","I003527","V00432","P0038304","11/25/2018","12/14/2018","114"
"C00015","I003627","V00441","P0038305","11/25/2018","12/16/2018","81"
"C00029","I003543","V00438","P0038306","11/26/2018","12/21/2018","197"
"C00018","I003469","V00435","P0038307","11/26/2018","12/6/2018","191"
"C00013","I003547","V00442","P0038308","11/26/2018","12/9/2018","185"
"C00024","I003488","V00434","P0038309","11/26/2018","12/10/2018","178"
"C00012","I003493","V00440","P0038310","11/26/2018","12/15/2018","88"
"C00026","I003564","V00434","P0038311","11/26/2018","12/9/2018","186"
"C00013","I003565","V00439","P0038312","11/26/2018","12/10/2018","148"
"C00027","I003535","V00441","P0038313","11/26/2018","12/11/2018","142"
"C00011","I003485","V00440","P0038314","11/26/2018","12/10/2018","101"
"C00016","I003497","V00437","P0038315","11/26/2018","12/14/2018","141"
"C00029","I003536","V00438","P0038316","11/26/2018","12/17/2018","98"
"C00027","I003486","V00441","P0038317","11/26/2018","12/8/2018","114"
"C00018","I003485","V00438","P0038318","11/27/2018","12/22/2018","150"
"C00017","I003607","V00432","P0038319","11/27/2018","12/22/2018","96"
"C00011","I003583","V00438","P0038320","11/27/2018","12/12/2018","123"
"C00014","I003525","V00435","P0038321","11/27/2018","12/13/2018","57"
"C00028","I003611","V00434","P0038322","11/27/2018","12/11/2018","64"
"C00028","I003596","V00438","P0038323","11/27/2018","12/9/2018","146"
"C00018","I003574","V00439","P0038324","11/27/2018","12/20/2018","104"
"C00027","I003480","V00438","P0038325","11/27/2018","12/13/2018","55"
"C00017","I003618","V00440","P0038326","11/27/2018","12/13/2018","63"
"C00013","I003557","V00440","P0038327","11/27/2018","12/7/2018","59"
"C00015","I003541","V00439","P0038328","11/27/2018","12/21/2018","183"
"C00015","I003606","V00432","P0038329","11/27/2018","12/12/2018","197"
"C00017","I003490","V00432","P0038330","11/27/2018","12/8/2018","55"
"C00030","I003532","V00432","P0038331","11/27/2018","12/12/2018","179"
"C00022","I003502","V00435","P0038332","11/27/2018","12/13/2018","167"
"C00021","I003493","V00433","P0038333","11/27/2018","12/16/2018","149"
"C00030","I003510","V00434","P0038334","11/27/2018","12/20/2018","190"
"C00028","I003524","V00436","P0038335","11/27/2018","12/11/2018","108"
"C00011","I003530","V00440","P0038336","11/27/2018","12/9/2018","166"
"C00029","I003499","V00434","P0038337","11/27/2018","12/11/2018","186"
"C00022","I003594","V00442","P0038338","11/28/2018","12/18/2018","138"
"C00016","I003532","V00439","P0038339","11/28/2018","12/19/2018","149"
"C00022","I003481","V00436","P0038340","11/28/2018","12/21/2018","198"
"C00029","I003477","V00436","P0038341","11/28/2018","12/19/2018","80"
"C00012","I003489","V00432","P0038342","11/28/2018","12/16/2018","72"
"C00027","I003528","V00435","P0038343","11/28/2018","12/23/2018","122"
"C00028","I003509","V00432","P0038344","11/28/2018","12/19/2018","77"
"C00015","I003541","V00436","P0038345","11/28/2018","12/9/2018","118"
"C00030","I003602","V00434","P0038346","11/28/2018","12/23/2018","154"
"C00024","I003505","V00441","P0038347","11/28/2018","12/9/2018","113"
"C00018","I003536","V00432","P0038348","11/28/2018","12/23/2018","151"
"C00014","I003584","V00442","P0038349","11/28/2018","12/20/2018","134"
"C00025","I003609","V00435","P0038350","11/29/2018","12/22/2018","198"
"C00014","I003600","V00438","P0038351","11/29/2018","12/11/2018","128"
"C00020","I003600","V00442","P0038352","11/29/2018","12/10/2018","107"
"C00029","I003542","V00441","P0038353","11/29/2018","12/15/2018","171"
"C00018","I003513","V00434","P0038354","11/29/2018","12/9/2018","111"
"C00016","I003476","V00442","P0038355","11/29/2018","12/12/2018","143"
"C00019","I003608","V00436","P0038356","11/29/2018","12/18/2018","85"
"C00019","I003515","V00435","P0038357","11/29/2018","12/13/2018","168"
"C00019","I003562","V00435","P0038358","11/29/2018","12/9/2018","185"
"C00016","I003542","V00435","P0038359","11/29/2018","12/22/2018","75"
"C00021","I003478","V00442","P0038360","11/29/2018","12/20/2018","93"
"C00025","I003614","V00437","P0038361","11/29/2018","12/10/2018","157"
"C00015","I003571","V00438","P0038362","11/29/2018","12/13/2018","113"
"C00014","I003610","V00437","P0038363","11/29/2018","12/20/2018","131"
"C00026","I003562","V00441","P0038364","11/29/2018","12/14/2018","59"
"C00022","I003566","V00433","P0038365","11/29/2018","12/17/2018","123"
"C00028","I003466","V00442","P0038366","11/29/2018","12/16/2018","136"
"C00023","I003519","V00441","P0038367","11/29/2018","12/21/2018","135"
"C00012","I003561","V00441","P0038368","11/29/2018","12/14/2018","87"
"C00020","I003468","V00433","P0038369","11/29/2018","12/21/2018","117"
"C00025","I003620","V00441","P0038370","11/29/2018","12/11/2018","170"
"C00020","I003551","V00440","P0038371","11/29/2018","12/19/2018","102"
"C00014","I003477","V00433","P0038372","11/29/2018","12/21/2018","164"
"C00013","I003513","V00436","P0038373","11/30/2018","12/10/2018","189"
"C00013","I003567","V00436","P0038374","11/30/2018","12/11/2018","99"
"C00013","I003490","V00439","P0038375","11/30/2018","12/11/2018","132"
"C00015","I003601","V00434","P0038376","11/30/2018","12/21/2018","163"
"C00011","I003528","V00438","P0038377","11/30/2018","12/25/2018","124"
"C00016","I003622","V00432","P0038378","11/30/2018","12/20/2018","132"
"C00025","I003500","V00437","P0038379","11/30/2018","12/21/2018","155"
"C00025","I003480","V00438","P0038380","11/30/2018","12/11/2018","114"
"C00027","I003553","V00439","P0038381","11/30/2018","12/13/2018","196"
"C00024","I003583","V00436","P0038382","11/30/2018","12/12/2018","105"
"C00026","I003483","V00437","P0038383","11/30/2018","12/15/2018","189"
"C00025","I003626","V00436","P0038384","11/30/2018","12/11/2018","94"
"C00026","I003473","V00433","P0038385","11/30/2018","12/13/2018","192"
"C00030","I003503","V00435","P0038386","11/30/2018","12/11/2018","59"
"C00015","I003517","V00441","P0038387","11/30/2018","12/24/2018","200"
"C00015","I003488","V00441","P0038388","11/30/2018","12/15/2018","83"
"C00016","I003589","V00440","P0038389","11/30/2018","12/10/2018","139"
"C00015","I003597","V00432","P0038390","11/30/2018","12/19/2018","160"
"C00018","I003472","V00438","P0038391","12/1/2018","12/20/2018","131"
"C00020","I003484","V00440","P0038392","12/1/2018","12/18/2018","132"
"C00024","I003538","V00439","P0038393","12/1/2018","12/21/2018","88"
"C00023","I003505","V00441","P0038394","12/1/2018","12/26/2018","176"
"C00024","I003465","V00437","P0038395","12/1/2018","12/22/2018","78"
"C00023","I003582","V00433","P0038396","12/1/2018","12/15/2018","155"
"C00011","I003502","V00436","P0038397","12/1/2018","12/12/2018","78"
"C00030","I003569","V00442","P0038398","12/1/2018","12/18/2018","195"
"C00013","I003615","V00436","P0038399","12/1/2018","12/26/2018","200"
"C00030","I003579","V00438","P0038400","12/1/2018","12/17/2018","178"
"C00021","I003617","V00437","P0038401","12/1/2018","12/24/2018","54"
"C00024","I003472","V00438","P0038402","12/1/2018","12/11/2018","178"
"C00014","I003554","V00433","P0038403","12/1/2018","12/15/2018","154"
"C00015","I003528","V00434","P0038404","12/1/2018","12/12/2018","104"
"C00011","I003577","V00434","P0038405","12/2/2018","12/14/2018","82"
"C00017","I003624","V00441","P0038406","12/2/2018","12/24/2018","194"
"C00017","I003583","V00441","P0038407","12/2/2018","12/25/2018","50"
"C00022","I003509","V00435","P0038408","12/2/2018","12/24/2018","193"
"C00030","I003491","V00442","P0038409","12/2/2018","12/21/2018","130"
"C00011","I003546","V00441","P0038410","12/2/2018","12/20/2018","193"
"C00015","I003614","V00434","P0038411","12/2/2018","12/25/2018","126"
"C00015","I003527","V00438","P0038412","12/2/2018","12/21/2018","63"
"C00019","I003488","V00437","P0038413","12/2/2018","12/17/2018","176"
"C00013","I003493","V00434","P0038414","12/2/2018","12/17/2018","170"
"C00013","I003562","V00438","P0038415","12/2/2018","12/18/2018","181"
"C00013","I003543","V00440","P0038416","12/3/2018","12/27/2018","158"
"C00013","I003492","V00439","P0038417","12/3/2018","12/17/2018","144"
"C00028","I003548","V00434","P0038418","12/3/2018","12/27/2018","124"
"C00015","I003520","V00435","P0038419","12/3/2018","12/21/2018","171"
"C00028","I003617","V00438","P0038420","12/3/2018","12/16/2018","108"
"C00013","I003531","V00442","P0038421","12/3/2018","12/20/2018","158"
"C00030","I003488","V00432","P0038422","12/3/2018","12/22/2018","143"
"C00014","I003560","V00437","P0038423","12/3/2018","12/16/2018","188"
"C00019","I003498","V00435","P0038424","12/3/2018","12/24/2018","160"
"C00025","I003624","V00433","P0038425","12/3/2018","12/24/2018","89"
"C00013","I003555","V00441","P0038426","12/3/2018","12/21/2018","95"
"C00021","I003467","V00439","P0038427","12/3/2018","12/18/2018","129"
"C00021","I003579","V00439","P0038428","12/3/2018","12/25/2018","138"
"C00019","I003541","V00433","P0038429","12/4/2018","12/28/2018","167"
"C00025","I003544","V00442","P0038430","12/4/2018","12/28/2018","76"
"C00013","I003476","V00437","P0038431","12/4/2018","12/28/2018","56"
"C00020","I003549","V00441","P0038432","12/4/2018","12/21/2018","169"
"C00025","I003535","V00439","P0038433","12/4/2018","12/26/2018","64"
"C00017","I003582","V00434","P0038434","12/4/2018","12/27/2018","169"
"C00023","I003539","V00436","P0038435","12/4/2018","12/14/2018","71"
"C00030","I003542","V00440","P0038436","12/4/2018","12/20/2018","154"
"C00019","I003529","V00439","P0038437","12/4/2018","12/26/2018","135"
"C00018","I003625","V00442","P0038438","12/5/2018","12/17/2018","180"
"C00020","I003604","V00435","P0038439","12/5/2018","12/15/2018","110"
"C00028","I003562","V00442","P0038440","12/5/2018","12/22/2018","121"
"C00013","I003522","V00440","P0038441","12/5/2018","12/26/2018","97"
"C00017","I003547","V00433","P0038442","12/5/2018","12/29/2018","87"
"C00026","I003526","V00436","P0038443","12/5/2018","12/15/2018","167"
"C00026","I003543","V00441","P0038444","12/5/2018","12/28/2018","55"
"C00013","I003549","V00436","P0038445","12/5/2018","12/15/2018","112"
"C00016","I003595","V00432","P0038446","12/5/2018","12/15/2018","86"
"C00022","I003502","V00433","P0038447","12/5/2018","12/28/2018","151"
"C00013","I003538","V00440","P0038448","12/5/2018","12/18/2018","102"
"C00013","I003615","V00442","P0038449","12/5/2018","12/26/2018","91"
"C00013","I003579","V00435","P0038450","12/5/2018","12/20/2018","125"
"C00014","I003611","V00436","P0038451","12/5/2018","12/25/2018","106"
"C00018","I003506","V00441","P0038452","12/5/2018","12/22/2018","155"
"C00022","I003519","V00438","P0038453","12/5/2018","12/19/2018","183"
"C00019","I003499","V00438","P0038454","12/5/2018","12/30/2018","67"
"C00013","I003513","V00436","P0038455","12/5/2018","12/15/2018","64"
"C00030","I003598","V00437","P0038456","12/5/2018","12/15/2018","198"
"C00024","I003546","V00435","P0038457","12/6/2018","12/27/2018","87"
"C00023","I003496","V00435","P0038458","12/6/2018","12/27/2018","186"
"C00024","I003625","V00438","P0038459","12/6/2018","12/28/2018","114"
"C00014","I003602","V00436","P0038460","12/6/2018","12/23/2018","64"
"C00017","I003548","V00440","P0038461","12/6/2018","12/28/2018","152"
"C00020","I003616","V00439","P0038462","12/6/2018","12/22/2018","166"
"C00026","I003489","V00436","P0038463","12/6/2018","12/16/2018","84"
"C00024","I003480","V00441","P0038464","12/6/2018","12/16/2018","142"
"C00027","I003527","V00439","P0038465","12/6/2018","12/19/2018","124"
"C00021","I003551","V00439","P0038466","12/6/2018","12/17/2018","161"
"C00027","I003511","V00435","P0038467","12/6/2018","12/24/2018","153"
"C00030","I003576","V00442","P0038468","12/6/2018","12/31/2018","155"
"C00015","I003482","V00436","P0038469","12/6/2018","12/23/2018","98"
"C00011","I003516","V00433","P0038470","12/6/2018","12/23/2018","82"
"C00026","I003627","V00437","P0038471","12/7/2018","12/20/2018","182"
"C00025","I003543","V00439","P0038472","12/7/2018","12/21/2018","96"
"C00024","I003557","V00433","P0038473","12/7/2018","12/26/2018","110"
"C00030","I003568","V00439","P0038474","12/7/2018","12/22/2018","84"
"C00026","I003544","V00441","P0038475","12/7/2018","12/29/2018","78"
"C00013","I003503","V00435","P0038476","12/7/2018","12/20/2018","108"
"C00018","I003603","V00438","P0038477","12/7/2018","12/24/2018","52"
"C00028","I003588","V00441","P0038478","12/7/2018","12/27/2018","144"
"C00025","I003462","V00435","P0038479","12/7/2018","12/19/2018","55"
"C00028","I003539","V00434","P0038480","12/7/2018","12/20/2018","129"
"C00013","I003472","V00434","P0038481","12/7/2018","12/25/2018","61"
"C00026","I003467","V00440","P0038482","12/7/2018","12/25/2018","70"
"C00011","I003464","V00434","P0038483","12/7/2018","12/26/2018","112"
"C00028","I003484","V00433","P0038484","12/7/2018","12/20/2018","183"
"C00027","I003499","V00442","P0038485","12/7/2018","12/24/2018","176"
"C00030","I003522","V00437","P0038486","12/8/2018","12/19/2018","186"
"C00013","I003477","V00434","P0038487","12/8/2018","12/23/2018","113"
"C00013","I003602","V00441","P0038488","12/8/2018","1/1/2019","77"
"C00022","I003479","V00438","P0038489","12/8/2018","12/30/2018","70"
"C00029","I003602","V00441","P0038490","12/8/2018","12/26/2018","160"
"C00014","I003537","V00441","P0038491","12/8/2018","12/18/2018","91"
"C00022","I003606","V00440","P0038492","12/8/2018","1/2/2019","96"
"C00014","I003539","V00437","P0038493","12/9/2018","12/27/2018","145"
"C00022","I003572","V00437","P0038494","12/9/2018","12/31/2018","139"
"C00019","I003605","V00435","P0038495","12/9/2018","12/30/2018","178"
"C00015","I003501","V00440","P0038496","12/9/2018","12/31/2018","100"
"C00013","I003561","V00440","P0038497","12/9/2018","12/22/2018","147"
"C00011","I003463","V00436","P0038498","12/9/2018","1/3/2019","95"
"C00015","I003463","V00436","P0038499","12/9/2018","12/29/2018","166"
"C00020","I003500","V00435","P0038500","12/9/2018","12/22/2018","70"
"C00017","I003623","V00435","P0038501","12/9/2018","12/24/2018","117"
"C00019","I003586","V00442","P0038502","12/10/2018","12/24/2018","145"
"C00026","I003588","V00442","P0038503","12/10/2018","12/20/2018","199"
"C00013","I003576","V00439","P0038504","12/10/2018","12/21/2018","89"
"C00021","I003581","V00442","P0038505","12/10/2018","1/1/2019","124"
"C00023","I003564","V00441","P0038506","12/10/2018","12/23/2018","158"
"C00011","I003566","V00437","P0038507","12/10/2018","12/23/2018","147"
"C00013","I003479","V00435","P0038508","12/10/2018","12/26/2018","112"
"C00022","I003485","V00442","P0038509","12/10/2018","1/3/2019","147"
"C00012","I003547","V00435","P0038510","12/11/2018","12/26/2018","159"
"C00013","I003540","V00440","P0038511","12/11/2018","12/28/2018","108"
"C00023","I003592","V00439","P0038512","12/11/2018","1/2/2019","155"
"C00015","I003618","V00432","P0038513","12/11/2018","1/3/2019","66"
"C00020","I003512","V00440","P0038514","12/11/2018","1/2/2019","129"
"C00011","I003473","V00433","P0038515","12/11/2018","1/1/2019","155"
"C00024","I003621","V00442","P0038516","12/11/2018","1/4/2019","191"
"C00019","I003574","V00442","P0038517","12/11/2018","12/25/2018","184"
"C00017","I003537","V00441","P0038518","12/11/2018","1/5/2019","124"
"C00017","I003582","V00439","P0038519","12/12/2018","1/2/2019","96"
"C00021","I003607","V00442","P0038520","12/12/2018","12/26/2018","198"
"C00011","I003587","V00434","P0038521","12/12/2018","12/31/2018","189"
"C00030","I003477","V00437","P0038522","12/12/2018","1/4/2019","160"
"C00014","I003621","V00440","P0038523","12/12/2018","1/6/2019","75"
"C00017","I003496","V00440","P0038524","12/12/2018","1/2/2019","166"
"C00021","I003496","V00441","P0038525","12/12/2018","1/5/2019","110"
"C00011","I003531","V00434","P0038526","12/12/2018","1/2/2019","61"
"C00011","I003599","V00441","P0038527","12/13/2018","1/6/2019","115"
"C00011","I003501","V00433","P0038528","12/13/2018","12/26/2018","162"
"C00012","I003578","V00442","P0038529","12/13/2018","1/3/2019","53"
"C00013","I003544","V00442","P0038530","12/13/2018","12/26/2018","105"
"C00021","I003566","V00438","P0038531","12/13/2018","1/2/2019","75"
"C00028","I003498","V00437","P0038532","12/13/2018","1/6/2019","93"
"C00013","I003559","V00441","P0038533","12/13/2018","1/7/2019","142"
"C00018","I003520","V00439","P0038534","12/13/2018","1/2/2019","76"
"C00011","I003536","V00433","P0038535","12/13/2018","1/1/2019","198"
"C00032","I003492","V00437","P0038536","12/13/2018","1/3/2019","70"
"C00011","I003464","V00434","P0038537","12/14/2018","12/24/2018","56"
"C00023","I003575","V00434","P0038538","12/14/2018","1/4/2019","140"
"C00028","I003489","V00433","P0038539","12/14/2018","1/6/2019","106"
"C00032","I003512","V00434","P0038540","12/14/2018","12/27/2018","116"
"C00032","I003593","V00437","P0038541","12/14/2018","1/8/2019","119"
"C00028","I003476","V00433","P0038542","12/14/2018","1/8/2019","200"
"C00020","I003625","V00434","P0038543","12/14/2018","1/5/2019","67"
"C00032","I003568","V00441","P0038544","12/14/2018","1/8/2019","90"
"C00017","I003567","V00433","P0038545","12/14/2018","12/28/2018","196"
"C00013","I003526","V00440","P0038546","12/14/2018","1/2/2019","196"
"C00017","I003465","V00441","P0038547","12/15/2018","1/6/2019","66"
"C00011","I003483","V00436","P0038548","12/15/2018","12/25/2018","98"
"C00026","I003478","V00433","P0038549","12/15/2018","1/1/2019","161"
"C00029","I003595","V00441","P0038550","12/15/2018","1/7/2019","127"
"C00012","I003504","V00442","P0038551","12/15/2018","1/8/2019","95"
"C00023","I003582","V00434","P0038552","12/15/2018","1/8/2019","63"
"C00017","I003510","V00433","P0038553","12/15/2018","12/29/2018","191"
"C00023","I003551","V00437","P0038554","12/15/2018","12/29/2018","116"
"C00015","I003476","V00436","P0038555","12/15/2018","1/7/2019","72"
"C00027","I003477","V00432","P0038556","12/16/2018","12/26/2018","68"
"C00013","I003542","V00438","P0038557","12/16/2018","1/2/2019","189"
"C00017","I003520","V00440","P0038558","12/16/2018","1/2/2019","192"
"C00018","I003575","V00437","P0038559","12/16/2018","12/27/2018","60"
"C00020","I003502","V00434","P0038560","12/16/2018","12/28/2018","170"
"C00016","I003575","V00436","P0038561","12/16/2018","1/3/2019","66"
"C00014","I003540","V00440","P0038562","12/16/2018","12/28/2018","131"
"C00032","I003507","V00437","P0038563","12/16/2018","1/10/2019","53"
"C00016","I003590","V00432","P0038564","12/16/2018","12/29/2018","143"
"C00029","I003553","V00433","P0038565","12/16/2018","1/5/2019","157"
"C00011","I003563","V00440","P0038566","12/16/2018","1/5/2019","117"
"C00024","I003491","V00438","P0038567","12/16/2018","1/3/2019","62"
"C00021","I003472","V00436","P0038568","12/16/2018","12/31/2018","148"
"C00017","I003529","V00436","P0038569","12/16/2018","12/28/2018","58"
"C00013","I003569","V00442","P0038570","12/16/2018","1/4/2019","126"
"C00016","I003568","V00435","P0038571","12/17/2018","12/27/2018","179"
"C00020","I003621","V00438","P0038572","12/17/2018","1/3/2019","145"
"C00011","I003558","V00432","P0038573","12/17/2018","12/29/2018","186"
"C00028","I003586","V00432","P0038574","12/17/2018","1/10/2019","103"
"C00024","I003486","V00439","P0038575","12/17/2018","1/1/2019","191"
"C00013","I003545","V00441","P0038576","12/17/2018","12/28/2018","57"
"C00020","I003498","V00432","P0038577","12/17/2018","1/9/2019","78"
"C00021","I003531","V00436","P0038578","12/17/2018","1/6/2019","148"
"C00021","I003519","V00433","P0038579","12/17/2018","1/10/2019","159"
"C00015","I003465","V00441","P0038580","12/17/2018","1/4/2019","156"
"C00028","I003606","V00441","P0038581","12/18/2018","12/28/2018","68"
"C00014","I003487","V00438","P0038582","12/18/2018","12/29/2018","98"
"C00015","I003474","V00434","P0038583","12/18/2018","12/31/2018","81"
"C00026","I003567","V00433","P0038584","12/18/2018","1/2/2019","117"
"C00014","I003525","V00434","P0038585","12/18/2018","1/2/2019","174"
"C00018","I003600","V00441","P0038586","12/18/2018","1/4/2019","67"
"C00027","I003627","V00438","P0038587","12/18/2018","1/10/2019","188"
"C00022","I003496","V00437","P0038588","12/18/2018","1/8/2019","84"
"C00011","I003477","V00436","P0038589","12/18/2018","1/7/2019","93"
"C00014","I003537","V00435","P0038590","12/18/2018","1/12/2019","89"
"C00020","I003471","V00439","P0038591","12/19/2018","12/31/2018","150"
"C00032","I003576","V00437","P0038592","12/19/2018","1/2/2019","131"
"C00013","I003594","V00439","P0038593","12/19/2018","1/2/2019","64"
"C00029","I003612","V00433","P0038594","12/19/2018","12/31/2018","56"
"C00024","I003528","V00434","P0038595","12/19/2018","1/3/2019","91"
"C00025","I003592","V00435","P0038596","12/19/2018","1/1/2019","77"
"C00011","I003620","V00440","P0038597","12/19/2018","12/31/2018","132"
"C00012","I003608","V00441","P0038598","12/19/2018","1/7/2019","148"
"C00029","I003544","V00434","P0038599","12/19/2018","12/31/2018","112"
"C00023","I003600","V00433","P0038600","12/19/2018","1/12/2019","90"
"C00024","I003514","V00434","P0038601","12/19/2018","1/10/2019","140"
"C00012","I003512","V00442","P0038602","12/20/2018","1/10/2019","169"
"C00023","I003495","V00435","P0038603","12/20/2018","1/12/2019","114"
"C00022","I003621","V00442","P0038604","12/20/2018","1/3/2019","109"
"C00021","I003578","V00440","P0038605","12/20/2018","1/8/2019","62"
"C00013","I003586","V00439","P0038606","12/20/2018","12/31/2018","50"
"C00027","I003598","V00441","P0038607","12/20/2018","1/7/2019","142"
"C00011","I003472","V00438","P0038608","12/20/2018","1/1/2019","175"
"C00016","I003563","V00437","P0038609","12/20/2018","1/10/2019","142"
"C00018","I003616","V00442","P0038610","12/20/2018","1/5/2019","188"
"C00027","I003518","V00437","P0038611","12/20/2018","1/2/2019","60"
"C00011","I003610","V00438","P0038612","12/20/2018","1/5/2019","164"
"C00026","I003619","V00438","P0038613","12/20/2018","1/6/2019","191"
"C00015","I003495","V00433","P0038614","12/21/2018","1/9/2019","61"
"C00029","I003540","V00435","P0038615","12/21/2018","1/11/2019","180"
"C00027","I003606","V00441","P0038616","12/21/2018","1/10/2019","133"
"C00020","I003597","V00432","P0038617","12/21/2018","1/11/2019","98"
"C00029","I003509","V00436","P0038618","12/21/2018","1/1/2019","63"
"C00012","I003486","V00438","P0038619","12/21/2018","12/31/2018","122"
"C00031","I003488","V00438","P0038620","12/21/2018","1/12/2019","102"
"C00024","I003511","V00437","P0038621","12/21/2018","12/31/2018","127"
"C00020","I003465","V00440","P0038622","12/21/2018","1/5/2019","125"
"C00019","I003539","V00433","P0038623","12/21/2018","1/7/2019","107"
